,"Abraham, Ralph Lee","Adams, Alma S.","Aderholt, Robert B.","Aguilar, Pete","Allen, Rick W.","Amash, Justin","Amodei, Mark E.","Ashford, Brad","Babin, Brian","Barletta, Lou","Barr, Andy","Barton, Joe","Bass, Karen","Beatty, Joyce","Becerra, Xavier","Benishek, Dan","Bera, Ami","Beyer, Donald S., Jr.","Bilirakis, Gus M.","Bishop, Mike","Bishop, Rob","Bishop, Sanford D., Jr.","Black, Diane","Blackburn, Marsha","Blum, Rod","Blumenauer, Earl","Boehner, John A.","Bonamici, Suzanne","Bordallo, Madeleine Z.","Bost, Mike","Boustany, Charles W., Jr.","Boyle, Brendan F.","Brady, Kevin","Brady, Robert A.","Brat, Dave","Bridenstine, Jim","Brooks, Mo","Brooks, Susan W.","Brown, Corrine","Brownley, Julia","Buchanan, Vern","Buck, Ken","Bucshon, Larry","Burgess, Michael C.","Bustos, Cheri","Butterfield, G. K.","Byrne, Bradley","Calvert, Ken","Capps, Lois","Capuano, Michael E.","Cardenas, Tony","Carney, John C., Jr.","Carson, Andre","Carter, Earl L. ""Buddy""","Carter, John R.","Cartwright, Matt","Castor, Kathy","Castro, Joaquin","Chabot, Steve","Chaffetz, Jason","Chu, Judy","Cicilline, David N.","Clark, Katherine M.","Clarke, Yvette D.","Clawson, Curt","Clay, Wm. Lacy","Cleaver, Emanuel","Clyburn, James E.","Coffman, Mike","Cohen, Steve","Cole, Tom","Collins, Chris","Collins, Doug","Comstock, Barbara","Conaway, K. Michael","Connolly, Gerald E.","Conyers, John, Jr.","Cook, Paul","Cooper, Jim","Costa, Jim","Costello, Ryan A.","Courtney, Joe","Cramer, Kevin","Crawford, Eric A. ""Rick""","Crenshaw, Ander","Crowley, Joseph","Cuellar, Henry","Culberson, John Abney","Cummings, Elijah E.","Curbelo, Carlos","Davidson, Warren","Davis, Danny K.","Davis, Rodney","Davis, Susan A.","DeFazio, Peter A.","DeGette, Diana","DeLauro, Rosa L.","DeSantis, Ron","DeSaulnier, Mark","DelBene, Suzan K.","Delaney, John K.","Denham, Jeff","Dent, Charles W.","DesJarlais, Scott","Deutch, Theodore E.","Diaz-Balart, Mario","Dingell, Debbie","Doggett, Lloyd","Dold, Robert J.","Donovan, Daniel M., Jr.","Doyle, Michael F.","Duckworth, Tammy","Duffy, Sean P.","Duncan, Jeff","Duncan, John J., Jr.","Edwards, Donna F.","Ellison, Keith","Ellmers, Renee L.","Emmer, Tom","Engel, Eliot L.","Eshoo, Anna G.","Esty, Elizabeth H.","Evans, Dwight","Farenthold, Blake","Farr, Sam","Fattah, Chaka","Fincher, Stephen Lee","Fitzpatrick, Michael G.","Fleischmann, Charles J. ""Chuck""","Fleming, John","Flores, Bill","Forbes, J. Randy","Fortenberry, Jeff","Foster, Bill","Foxx, Virginia","Frankel, Lois","Franks, Trent","Frelinghuysen, Rodney P.","Fudge, Marcia L.","Gabbard, Tulsi","Gallego, Ruben","Garamendi, John","Garrett, Scott","Gibbs, Bob","Gibson, Christopher P.","Gohmert, Louie","Goodlatte, Bob","Gosar, Paul A.","Gowdy, Trey","Graham, Gwen","Granger, Kay","Graves, Garret","Graves, Sam","Graves, Tom","Grayson, Alan","Green, Al","Green, Gene","Griffith, H. Morgan","Grijalva, Raul M.","Grothman, Glenn","Guinta, Frank C.","Guthrie, Brett","Gutierrez, Luis V.","Hahn, Janice","Hanabusa, Colleen W.","Hanna, Richard L.","Hardy, Cresent","Harper, Gregg","Harris, Andy","Hartzler, Vicky","Hastings, Alcee L.","Heck, Denny","Heck, Joseph J.","Hensarling, Jeb","Herrera Beutler, Jaime","Hice, Jody B.","Higgins, Brian","Hill, J. French","Himes, James A.","Hinojosa, Ruben","Holding, George","Honda, Michael M.","Hoyer, Steny H.","Hudson, Richard","Huelskamp, Tim","Huffman, Jared","Huizenga, Bill","Hultgren, Randy","Hunter, Duncan D.","Hurd, Will","Hurt, Robert","Israel, Steve","Issa, Darrell E.","Jackson Lee, Sheila","Jeffries, Hakeem S.","Jenkins, Evan H.","Jenkins, Lynn","Johnson, Bill","Johnson, Eddie Bernice","Johnson, Henry C. ""Hank,"" Jr.","Johnson, Sam","Jolly, David","Jones, Walter B., Jr.","Jordan, Jim","Joyce, David P.","Kaptur, Marcy","Katko, John","Keating, William R.","Kelly, Mike","Kelly, Robin L.","Kelly, Trent","Kennedy, Joseph P., III","Kildee, Daniel T.","Kilmer, Derek","Kind, Ron","King, Peter T.","King, Steve","Kinzinger, Adam","Kirkpatrick, Ann","Kline, John","Knight, Stephen","Kuster, Ann M.","LaHood, Darin","LaMalfa, Doug","Labrador, Raul R.","Lamborn, Doug","Lance, Leonard","Langevin, James R.","Larsen, Rick","Larson, John B.","Latta, Robert E.","Lawrence, Brenda L.","Lee, Barbara","Levin, Sander M.","Lewis, John","Lieu, Ted","Lipinski, Daniel","LoBiondo, Frank A.","Loebsack, David","Lofgren, Zoe","Long, Billy","Loudermilk, Barry","Love, Mia B.","Lowenthal, Alan S.","Lowey, Nita M.","Lucas, Frank D.","Luetkemeyer, Blaine","Lujan Grisham, Michelle","Lujan, Ben Ray","Lummis, Cynthia M.","Lynch, Stephen F.","MacArthur, Thomas","Maloney, Carolyn B.","Maloney, Sean Patrick","Marchant, Kenny","Marino, Tom","Massie, Thomas","Matsui, Doris O.","McCarthy, Kevin","McCaul, Michael T.","McClintock, Tom","McCollum, Betty","McDermott, Jim","McGovern, James P.","McHenry, Patrick T.","McKinley, David B.","McMorris Rodgers, Cathy","McNerney, Jerry","McSally, Martha","Meadows, Mark","Meehan, Patrick","Meeks, Gregory W.","Meng, Grace","Messer, Luke","Mica, John L.","Miller, Candice S.","Miller, Jeff","Moolenaar, John R.","Mooney, Alexander X.","Moore, Gwen","Moulton, Seth","Mullin, Markwayne","Mulvaney, Mick","Murphy, Patrick","Murphy, Tim","Nadler, Jerrold","Napolitano, Grace F.","Neal, Richard E.","Neugebauer, Randy","Newhouse, Dan","Noem, Kristi L.","Nolan, Richard M.","Norcross, Donald","Norton, Eleanor Holmes","Nugent, Richard B.","Nunes, Devin","Nunnelee, Alan","O'Rourke, Beto","Olson, Pete","Palazzo, Steven M.","Pallone, Frank, Jr.","Palmer, Gary J.","Pascrell, Bill, Jr.","Paulsen, Erik","Payne, Donald M., Jr.","Pearce, Stevan","Pelosi, Nancy","Perlmutter, Ed","Perry, Scott","Peters, Scott H.","Peterson, Collin C.","Pierluisi, Pedro R.","Pingree, Chellie","Pittenger, Robert","Pitts, Joseph R.","Plaskett, Stacey E.","Pocan, Mark","Poe, Ted","Poliquin, Bruce","Polis, Jared","Pompeo, Mike","Posey, Bill","Price, David E.","Price, Tom","Quigley, Mike","Radewagen, Aumua Amata Coleman","Rangel, Charles B.","Ratcliffe, John","Reed, Tom","Reichert, David G.","Renacci, James B.","Ribble, Reid J.","Rice, Kathleen M.","Rice, Tom","Richmond, Cedric L.","Rigell, E. Scott","Roby, Martha","Roe, David P.","Rogers, Harold","Rogers, Mike D.","Rohrabacher, Dana","Rokita, Todd","Rooney, Thomas J.","Ros-Lehtinen, Ileana","Roskam, Peter J.","Ross, Dennis A.","Rothfus, Keith J.","Rouzer, David","Roybal-Allard, Lucille","Royce, Edward R.","Ruiz, Raul","Ruppersberger, C. A. Dutch","Rush, Bobby L.","Russell, Steve","Ryan, Paul","Ryan, Tim","Sablan, Gregorio Kilili Camacho","Salmon, Matt","Sanchez, Linda T.","Sanchez, Loretta","Sanford, Mark","Sarbanes, John P.","Scalise, Steve","Schakowsky, Janice D.","Schiff, Adam B.","Schock, Aaron","Schrader, Kurt","Schweikert, David","Scott, Austin","Scott, David","Scott, Robert C. ""Bobby""","Sensenbrenner, F. James, Jr.","Serrano, Jose E.","Sessions, Pete","Sewell, Terri A.","Sherman, Brad","Shimkus, John","Shuster, Bill","Simpson, Michael K.","Sinema, Kyrsten","Sires, Albio","Slaughter, Louise McIntosh","Smith, Adam","Smith, Adrian","Smith, Christopher H.","Smith, Jason","Smith, Lamar","Speier, Jackie","Stefanik, Elise M.","Stewart, Chris","Stivers, Steve","Stutzman, Marlin A.","Swalwell, Eric","Takai, Mark","Takano, Mark","Thompson, Bennie G.","Thompson, Glenn","Thompson, Mike","Thornberry, Mac","Tiberi, Patrick J.","Tipton, Scott  R.","Titus, Dina","Tonko, Paul","Torres, Norma J.","Trott, David A.","Tsongas, Niki","Turner, Michael R.","Upton, Fred","Valadao, David G.","Van Hollen, Chris","Vargas, Juan","Veasey, Marc A.","Vela, Filemon","Velazquez, Nydia M.","Visclosky, Peter J.","Wagner, Ann","Walberg, Tim","Walden, Greg","Walker, Mark","Walorski, Jackie","Walters, Mimi","Walz, Timothy J.","Wasserman Schultz, Debbie","Waters, Maxine","Watson Coleman, Bonnie","Weber, Randy K., Sr.","Webster, Daniel","Welch, Peter","Wenstrup, Brad R.","Westerman, Bruce","Westmoreland, Lynn A.","Whitfield, Ed","Williams, Roger","Wilson, Frederica S.","Wilson, Joe","Wittman, Robert J.","Womack, Steve","Woodall, Rob","Yarmuth, John A.","Yoder, Kevin","Yoho, Ted S.","Young, David","Young, Don","Young, Todd C.","Zeldin, Lee M.","Zinke, Ryan K.",_id,_sponsor,_status,_subject,_type
6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6410,"Pallone, Frank, Jr.",REFERRED,Animals,hr
6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6411,"Pallone, Frank, Jr.",REFERRED,Environmental protection,hr
6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6412,"Pallone, Frank, Jr.",REFERRED,Environmental protection,hr
6402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6413,"Pallone, Frank, Jr.",REFERRED,Environmental protection,hr
6403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6414,"Tonko, Paul",REFERRED,Government operations and politics,hr
6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6415,"Miller, Candice S.",PASS_OVER:HOUSE,Congress,hr
6405,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6416,"Roe, David P.",ENACTED:SIGNED,Armed forces and national security,hr
6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,6417,"Kennedy, Joseph P., III",REFERRED,"Civil rights and liberties, minority issues",hr
6407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6418,"Latta, Robert E.",REFERRED,Environmental protection,hr
6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6419,"Lewis, John",REFERRED,Crime and law enforcement,hr
6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6420,"Rice, Kathleen M.",REFERRED,Transportation and public works,hr
6410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,6421,"Roskam, Peter J.",REFERRED,"Civil rights and liberties, minority issues",hr
6411,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6422,"Roskam, Peter J.",REFERRED,Taxation,hr
6412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6423,"Sherman, Brad",REFERRED,Finance and financial sector,hr
6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6424,"Cartwright, Matt",REFERRED,"Science, technology, communications",hr
6414,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,6425,"Crawford, Eric A. ""Rick""",REFERRED,Animals,hr
6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6426,"Buck, Ken",REFERRED,Government operations and politics,hr
6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6427,"Garrett, Scott",PASS_OVER:HOUSE,Finance and financial sector,hr
